226:7,7,6,5,3,8,9,7,9,2,3,2,9,7,8,4,9,7,6,8,4,5,7,6,3,9,5,3,2,1
227:7,2,5,8,4,1,8,5,8,8,4,7,2,7,9,6,6,5,2,6,3,1,9,3,8,5,7,1,6,6
228:9,4,2,8,3,3,9,3,8,6,2,9,4,1,5,2,4,4,5,4,1,9,8,1,1,4,6,1,7,9
229:8,8,5,4,6,9,4,5,6,2,3,6,1,9,5,9,8,6,4,3,1,7,3,7,4,9,4,7,9,3
230:3,6,5,6,8,5,9,6,9,3,7,8,5,5,9,5,8,8,5,4,1,7,2,7,5,6,9,3,7,6
231:3,8,5,7,6,6,2,6,9,4,6,8,9,5,7,2,7,7,9,5,6,2,5,5,7,7,6,7,7,9
232:2,8,9,6,8,5,8,2,8,3,3,7,4,8,6,8,8,1,5,5,3,1,8,5,6,9,5,3,8,8
233:1,8,2,9,4,5,1,4,8,9,2,6,1,3,1,3,3,6,9,2,6,3,9,5,3,1,9,7,7,7
234:4,1,4,5,2,8,6,3,3,9,8,9,5,4,3,7,4,9,4,8,1,2,5,1,9,7,5,9,1,6
235:3,7,8,3,3,5,7,8,8,3,8,4,1,2,1,3,7,6,8,2,5,7,7,6,4,6,7,4,4,2
236:1,1,4,7,1,5,8,5,1,8,7,3,7,3,6,8,1,1,2,2,7,4,4,3,9,7,9,2,4,3
237:9,5,7,9,2,5,7,4,9,4,9,5,1,3,4,5,8,3,7,8,5,8,9,4,3,7,1,7,9,8
238:1,9,9,1,3,4,4,8,6,6,3,4,1,5,5,1,9,1,4,6,3,9,5,1,4,5,3,5,8,1
239:1,1,9,1,3,9,6,1,4,9,8,3,7,1,3,5,7,9,4,9,2,5,5,7,5,9,4,4,4,1
240:7,3,1,8,9,8,9,2,1,5,8,5,5,2,9,2,3,2,2,9,7,5,1,3,6,2,9,4,6,7
241:8,9,2,2,9,4,1,8,9,6,4,7,9,6,6,3,7,9,7,7,1,7,7,3,8,6,7,9,1,5
242:1,3,9,2,2,3,4,5,8,7,7,5,9,1,4,2,1,9,7,7,5,6,5,6,1,5,9,6,9,5
243:2,5,1,1,5,6,2,8,2,5,3,2,6,3,3,9,7,6,2,5,6,1,8,3,9,1,7,7,6,1
244:7,2,5,8,4,8,7,7,6,9,8,8,6,1,9,6,6,7,3,8,5,5,6,8,1,8,9,2,6,7
245:6,9,6,9,2,1,4,5,3,6,8,3,4,8,1,5,5,3,1,5,1,5,2,4,2,7,2,2,4,2
246:3,6,5,6,4,3,7,5,6,4,1,5,4,7,6,6,3,8,2,9,1,2,7,6,4,3,9,4,5,9
247:5,1,6,2,2,2,4,1,7,5,7,6,2,2,7,6,3,9,9,9,2,8,9,4,1,5,2,1,5,1
248:3,5,7,6,4,7,5,7,9,3,1,6,8,8,4,1,6,1,3,3,6,1,6,4,7,2,9,1,3,2
249:2,4,2,5,4,2,2,3,7,1,8,8,3,8,3,2,9,2,1,8,2,5,7,3,1,1,8,5,7,7
250:7,7,9,6,7,9,8,7,7,2,9,5,8,5,9,4,8,3,1,7,9,3,9,4,1,4,7,4,5,4
251:1,2,7,5,9,1,8,4,2,4,1,9,3,7,5,8,4,1,8,6,9,2,3,7,4,2,7,5,4,8
252:6,1,4,9,5,7,1,1,1,8,4,5,3,1,3,7,6,4,2,8,3,4,9,8,3,8,7,4,3,9
253:7,7,6,5,3,8,9,7,9,2,3,2,9,7,8,4,9,7,6,8,4,5,7,6,3,9,5,3,2,7
254:7,2,1,9,8,4,9,2,5,4,6,2,2,2,3,8,2,6,5,5,2,3,5,3,6,5,3,4,1,8
255:4,2,5,6,4,6,6,9,3,1,4,3,3,7,7,2,1,2,9,6,3,7,3,3,1,8,9,1,2,1
256:2,9,3,9,9,7,4,5,2,6,5,4,6,2,8,9,8,1,2,7,4,6,5,9,6,1,9,5,6,7
257:1,6,9,7,9,9,8,6,9,9,8,9,4,1,9,8,2,7,6,2,5,6,4,4,1,8,2,2,1,5
258:9,6,6,4,9,3,4,8,2,1,7,3,3,6,1,8,4,7,7,8,8,9,2,8,6,9,5,2,3,9
259:3,8,5,7,6,6,2,6,9,4,6,8,9,4,7,2,7,7,9,5,6,2,5,5,7,7,6,7,7,1
260:4,4,6,5,3,3,3,4,5,1,7,2,4,2,5,8,4,1,3,1,3,9,9,2,1,6,6,4,2,4
261:9,1,6,4,6,5,2,7,8,6,4,8,8,6,3,7,5,1,5,8,9,1,7,2,2,5,8,1,4,8
262:1,2,2,2,9,1,3,9,9,1,9,8,8,1,5,7,1,2,8,1,5,8,9,2,6,2,1,6,9,1
263:9,2,5,6,1,9,7,5,7,8,4,5,2,2,7,8,4,4,3,1,2,6,5,1,4,3,7,4,2,3
264:4,6,9,3,6,9,9,6,9,4,5,9,6,8,1,6,5,3,3,9,9,5,8,5,3,4,1,3,2,2
265:2,9,1,9,7,3,7,7,8,9,2,6,3,2,7,3,2,9,8,3,7,9,6,1,3,7,1,2,3,2
266:6,1,4,1,6,1,3,7,6,6,4,5,2,9,3,5,8,2,6,9,7,2,3,4,6,8,2,2,3,7
267:5,9,7,3,1,5,4,5,4,1,9,3,5,2,7,1,9,2,5,4,4,7,2,3,2,9,5,9,4,9
268:6,8,4,6,3,9,3,9,4,3,8,8,4,8,4,2,5,6,8,2,2,1,6,7,4,3,7,9,2,7
269:5,5,3,2,4,8,9,4,1,9,8,3,3,9,9,1,3,3,3,6,6,1,9,2,8,7,7,2,2,8
270:2,4,6,6,9,8,1,7,9,2,9,8,4,9,5,1,7,1,9,2,9,6,3,7,8,1,1,5,1,7
271:4,7,2,3,8,1,7,5,3,4,1,5,3,7,1,6,7,4,3,5,7,7,6,3,7,2,9,5,4,8
272:8,7,4,3,3,2,5,1,6,5,1,6,1,3,7,7,4,9,9,6,1,3,8,3,5,7,9,3,5,9
273:5,5,4,5,2,4,2,7,8,7,9,9,9,2,2,2,5,6,9,7,1,9,9,6,7,1,8,8,7,6
274:7,6,2,5,9,9,3,4,4,6,4,7,5,9,1,8,7,1,1,2,7,1,8,1,6,2,2,2,3,4
275:2,7,9,4,9,9,2,8,1,2,8,4,6,8,9,2,1,5,2,5,8,6,6,5,2,4,9,3,4,7
276:1,4,7,9,3,7,3,3,8,2,6,7,7,8,7,2,7,7,7,1,4,3,7,3,2,4,7,3,5,7
277:8,8,9,2,9,9,5,6,3,9,3,7,6,1,1,3,5,8,7,1,6,9,3,8,3,9,2,5,8,8
278:4,9,8,5,5,9,4,1,9,4,7,5,5,3,7,3,2,5,7,9,5,3,4,4,9,1,5,6,4,6
279:5,7,1,4,7,1,8,6,3,7,1,1,2,7,6,2,4,8,7,6,4,6,1,2,6,1,8,6,7,9
280:9,8,1,3,3,3,9,1,3,3,7,7,7,6,9,4,4,7,6,6,5,7,5,9,2,2,3,2,5,1
281:8,6,2,8,7,1,4,6,4,1,5,2,6,2,9,7,6,3,2,9,7,2,3,8,6,4,5,2,5,3
282:4,2,3,9,9,5,3,1,4,1,6,7,4,4,9,1,3,5,2,2,7,9,9,2,3,4,5,4,1,8
283:2,4,3,4,4,5,2,5,1,7,6,3,9,9,5,5,5,1,2,7,5,1,1,4,9,1,4,5,7,2
284:1,2,7,5,9,1,8,4,2,4,1,9,3,7,5,9,4,1,8,6,9,2,3,7,4,2,7,5,4,8
285:1,6,5,3,7,3,8,7,2,9,3,1,6,3,9,6,2,3,5,6,6,9,9,3,1,4,1,2,7,7
286:2,8,9,6,8,5,8,2,8,3,3,7,4,8,6,8,8,1,5,5,3,1,8,5,6,7,5,3,8,7
287:3,9,1,9,3,7,1,5,7,8,4,8,5,4,7,7,3,6,3,8,3,6,5,1,4,5,1,5,2,4
288:7,7,5,3,8,4,8,3,4,8,2,9,6,6,9,1,9,7,7,5,3,1,4,1,1,4,7,4,9,5
289:8,4,4,4,3,8,7,2,2,2,1,2,5,6,3,6,2,2,4,2,4,3,3,9,7,4,6,3,2,9
290:7,7,6,9,3,6,1,6,9,8,2,2,1,6,1,5,6,5,1,8,9,1,3,9,4,9,5,2,7,8
291:3,5,1,4,4,2,3,5,6,8,7,3,1,9,7,1,7,2,1,1,3,5,3,3,5,3,5,9,4,2
292:8,2,7,7,3,4,8,1,3,9,2,1,9,1,7,1,6,9,4,1,8,9,3,8,9,5,3,6,4,6
293:7,4,4,4,9,7,4,1,8,1,6,6,3,8,3,3,8,1,7,5,5,5,3,8,6,1,6,4,5,2
294:7,4,5,2,3,4,4,6,7,3,5,7,4,3,7,2,7,4,9,7,1,3,9,3,2,8,1,6,5,2
295:3,6,2,8,6,9,6,2,6,9,3,5,2,8,4,5,7,5,5,6,3,8,4,2,8,5,7,6,2,6
296:8,8,9,4,9,9,5,6,3,9,3,7,6,1,1,3,5,8,7,1,6,9,3,8,3,9,2,5,8,8
297:6,2,9,4,6,1,2,4,5,1,9,1,8,6,8,6,9,2,2,3,9,4,7,2,7,3,1,8,9,8
298:2,4,9,5,2,2,6,9,3,4,5,2,3,3,5,4,2,3,5,5,2,4,3,6,6,4,5,2,1,8
299:4,3,3,8,2,1,3,4,3,4,6,9,9,4,4,2,6,5,5,2,9,5,6,9,6,7,3,8,7,9
300:7,2,5,8,4,8,7,7,6,9,8,8,6,1,9,6,6,7,2,8,5,5,6,8,1,8,9,2,6,3
301:3,4,6,4,8,5,1,9,9,1,5,5,4,4,4,7,6,2,7,9,9,3,3,5,9,7,4,9,8,4
302:1,4,3,6,1,9,1,6,6,5,8,8,1,6,6,6,9,2,7,2,3,7,7,1,1,6,2,8,1,4
303:4,4,3,8,2,3,2,1,8,6,1,5,2,5,2,3,4,4,6,3,6,2,8,1,6,8,8,3,7,5
304:2,2,6,3,2,6,9,1,3,8,7,7,9,1,5,4,5,2,7,4,4,9,6,8,4,7,7,5,9,9
305:1,2,1,7,5,2,5,5,3,3,9,7,7,2,8,8,6,3,2,6,5,6,2,7,7,7,6,7,5,1
306:3,7,8,8,3,4,7,9,3,9,1,3,8,5,8,1,1,8,4,6,2,8,6,2,3,2,5,1,8,1
307:2,2,9,9,1,6,6,5,5,5,5,8,5,5,4,9,3,3,2,9,7,5,3,7,2,3,3,5,4,1
308:7,1,4,6,5,4,6,8,2,6,7,4,7,7,8,6,6,6,4,7,5,6,7,6,3,5,8,7,6,5
309:8,1,7,4,1,6,3,7,7,4,7,1,7,3,1,1,7,7,3,8,7,6,9,7,1,8,3,7,2,1
310:3,3,8,4,8,9,9,5,1,9,4,2,5,8,3,9,2,5,8,5,8,1,1,8,1,4,5,7,1,1
311:4,9,8,5,5,9,4,1,5,4,7,5,5,3,7,3,2,5,7,9,5,3,4,4,9,1,5,6,4,9
312:7,3,3,3,1,7,8,9,3,1,7,5,5,8,8,1,4,1,6,6,7,7,1,7,2,5,2,1,1,7
313:9,2,7,9,2,5,7,4,9,4,9,5,1,3,4,5,8,3,7,8,5,8,9,4,3,7,1,7,9,8
314:2,6,6,4,5,7,7,4,8,2,7,5,9,4,7,6,1,6,4,1,9,2,1,8,6,9,4,8,2,4
315:4,5,3,6,8,9,8,9,3,9,2,6,9,7,6,4,4,6,8,5,2,6,6,7,4,8,6,3,6,8
316:9,9,8,5,3,4,2,5,9,5,6,2,3,1,9,9,6,4,7,2,8,7,5,5,9,9,8,9,2,4
317:5,5,9,3,5,1,5,6,6,8,3,3,4,4,7,5,7,6,2,6,4,3,9,2,4,3,5,6,2,8
318:8,1,1,6,8,4,5,1,9,6,2,9,9,6,9,8,4,9,2,1,9,6,7,3,4,2,2,2,1,8
319:4,2,9,6,3,9,6,5,6,2,7,5,1,5,3,2,8,4,3,4,3,4,8,6,6,6,1,4,5,6
320:5,7,1,4,7,1,8,6,3,7,1,1,2,7,6,2,4,8,7,6,4,6,1,2,6,1,8,6,7,9
321:8,7,9,7,5,2,3,7,1,2,4,2,9,9,3,2,3,6,2,4,2,7,5,1,3,9,5,8,6,1
322:5,5,3,2,4,8,9,4,1,9,8,3,3,9,9,1,3,3,3,6,8,1,9,2,8,7,7,2,2,7
323:2,6,9,3,6,6,5,4,1,7,4,6,9,1,2,4,4,8,5,4,8,2,3,5,5,6,6,2,8,1
324:2,1,2,8,3,5,1,8,5,8,1,4,4,2,8,8,7,6,7,9,6,7,5,7,4,4,7,9,7,1
325:2,5,7,8,6,3,9,4,6,1,3,6,2,7,7,9,2,9,7,4,3,8,5,3,1,6,3,3,5,1
326:4,1,4,5,2,8,6,3,3,9,8,9,5,4,3,7,4,9,4,8,1,2,5,1,9,7,5,9,1,6
327:6,9,7,3,3,6,7,8,4,3,5,7,3,7,8,6,4,9,4,9,7,8,5,4,7,3,6,5,5,6
328:5,5,3,5,1,8,4,5,2,2,1,1,6,6,1,2,8,1,8,4,4,7,3,4,6,4,8,4,9,2
329:8,5,1,3,2,9,3,5,9,1,6,2,8,4,9,5,4,3,8,7,8,9,8,4,2,4,1,3,6,2
330:2,8,9,6,8,5,8,2,8,3,3,7,4,8,6,8,8,1,5,5,3,1,8,5,6,9,5,3,8,7
331:3,2,6,5,5,6,7,7,1,5,8,5,8,6,6,4,4,7,1,4,9,5,4,9,4,7,6,6,2,1
332:4,4,3,8,2,3,2,1,8,6,1,5,2,5,2,3,4,4,6,3,3,2,8,1,6,8,8,3,7,5
333:9,3,3,7,1,7,5,4,7,7,7,1,2,6,9,1,3,2,8,7,4,1,5,7,8,5,9,9,7,3
334:4,6,5,1,1,8,3,4,5,6,5,6,9,8,2,1,6,9,9,8,7,1,2,8,3,2,2,1,3,7
335:2,4,3,4,4,5,2,5,1,7,6,3,9,9,5,5,5,1,8,7,5,1,1,4,9,1,4,5,7,2
336:6,9,1,9,2,1,4,5,3,6,8,3,4,8,1,5,5,3,1,5,1,5,2,4,2,7,2,2,4,8
337:8,9,7,2,4,8,7,8,2,1,8,3,6,4,4,9,1,9,2,8,2,2,8,4,5,3,9,3,1,9
338:6,7,4,7,5,9,1,8,2,1,2,9,9,1,7,9,3,3,9,9,2,4,9,3,6,7,5,4,1,7
339:3,3,1,3,2,7,2,8,9,8,7,5,3,5,3,9,1,5,6,2,5,2,3,7,8,1,1,8,3,8
340:7,2,6,4,6,2,6,9,1,4,7,4,5,2,5,4,5,4,7,8,8,4,7,6,1,3,9,5,7,4
341:8,2,7,5,3,4,8,1,3,9,2,1,9,1,7,1,6,9,4,1,8,9,3,8,9,5,3,6,4,8
342:3,7,8,8,3,4,7,9,3,9,9,3,8,5,8,1,1,8,4,6,2,8,6,2,3,2,5,1,8,2
343:5,5,3,2,4,8,9,4,1,9,8,3,3,9,9,1,3,3,3,6,6,1,9,2,8,7,7,2,2,7
344:9,2,5,6,1,9,7,5,7,8,4,5,2,2,7,8,4,4,3,1,2,6,5,1,4,3,7,4,2,3
345:7,9,6,9,6,5,8,9,8,4,7,9,6,2,8,1,7,4,2,6,8,4,5,4,7,4,6,5,6,5
346:2,2,9,6,3,9,6,5,6,2,7,5,1,5,3,2,8,4,3,4,3,4,8,6,6,6,1,4,5,2
347:6,8,6,6,5,5,4,7,6,2,2,3,7,7,1,6,1,8,2,8,3,4,8,3,7,7,8,1,7,7
348:6,2,4,4,9,9,3,2,2,4,8,7,6,7,1,5,1,2,7,1,1,8,5,5,5,9,7,8,4,2
349:1,1,9,2,2,4,6,2,1,4,7,3,8,4,4,7,7,2,3,7,4,4,9,4,8,7,5,4,5,4
350:4,3,8,6,7,8,7,4,4,7,9,2,9,5,2,7,7,9,3,8,7,2,7,6,4,4,3,2,2,9
351:5,2,9,8,8,1,3,4,6,7,1,5,8,1,7,3,8,6,8,2,4,3,3,6,5,4,4,3,1,5
352:6,2,6,2,9,1,2,3,5,6,9,8,1,8,8,7,9,8,5,3,1,3,1,7,4,8,1,7,6,6
353:4,6,3,4,3,8,7,1,7,2,5,5,1,5,2,4,4,1,7,5,3,6,2,1,3,7,6,8,2,3
354:2,5,4,1,8,1,9,3,4,3,3,1,5,9,6,8,1,7,1,3,2,4,7,6,4,5,2,4,4,2
355:5,3,6,9,2,9,8,2,1,1,4,1,8,4,8,9,1,4,1,3,9,7,2,1,4,4,7,5,8,3
356:8,6,4,3,6,6,9,5,7,9,9,9,5,4,8,1,9,5,7,2,2,5,9,8,4,2,4,8,3,3
357:4,9,8,4,7,3,7,6,9,5,5,7,4,4,1,8,7,6,6,8,8,9,9,4,1,8,6,7,2,6
358:3,4,1,8,9,9,5,6,7,2,4,4,2,4,6,2,2,2,2,9,3,4,3,6,8,7,7,9,9,2
359:6,8,4,6,3,9,3,9,4,3,8,8,4,8,4,2,5,8,8,2,2,1,6,7,4,3,7,9,2,4
360:7,7,8,9,5,1,2,2,6,6,6,4,7,9,1,9,2,1,3,3,8,3,7,7,9,8,9,1,9,2
361:5,9,2,5,1,1,8,6,5,1,2,3,6,7,7,4,2,1,7,5,6,9,2,5,8,2,6,9,3,5
362:2,1,2,4,5,4,1,4,3,3,1,1,7,4,6,6,5,9,2,2,3,7,4,2,6,2,5,1,2,1
363:5,1,5,8,2,5,7,8,8,2,9,1,7,4,6,9,9,6,4,8,3,7,4,7,7,1,6,4,5,1
364:4,5,1,4,8,6,5,9,2,7,9,7,6,5,1,3,8,5,5,3,5,1,7,4,8,7,4,5,3,2
365:5,3,1,3,2,7,2,8,9,8,7,5,3,5,3,9,1,5,6,2,5,2,3,7,8,1,1,8,3,4
366:8,2,7,5,8,2,4,2,1,5,6,1,2,8,5,1,2,8,9,5,7,4,4,2,9,2,2,3,6,8
367:6,9,1,9,2,1,4,5,3,6,8,3,4,8,1,5,5,3,1,5,1,5,2,4,2,7,2,2,4,2
368:3,7,6,8,4,5,8,7,7,4,6,2,5,8,1,4,7,5,7,7,6,8,3,9,4,4,5,1,5,8
369:7,5,1,2,1,1,8,9,3,1,1,5,1,9,4,3,6,6,9,7,3,1,5,7,2,2,4,3,7,3
370:7,2,5,8,8,9,2,8,6,7,4,3,5,1,1,9,2,6,1,1,7,2,7,6,6,2,4,2,5,2
371:1,2,2,2,9,1,3,9,9,1,9,8,8,1,5,7,1,2,8,1,5,8,9,2,6,2,1,6,9,6
372:8,7,5,5,7,7,1,8,3,2,3,6,8,7,2,5,5,5,3,6,7,1,5,3,8,8,1,5,3,4
373:9,2,8,8,7,8,5,7,1,1,5,1,1,2,4,3,3,7,6,6,3,6,4,9,7,3,2,7,3,6
374:6,8,7,7,2,6,8,1,9,1,7,2,6,3,3,1,1,7,1,4,7,5,5,8,2,1,9,1,6,3
375:5,9,7,3,1,5,4,5,4,1,9,3,5,2,7,1,9,2,5,4,4,7,2,3,2,9,6,9,4,9
376:1,6,5,4,2,1,1,2,8,1,5,4,2,9,4,6,9,4,1,7,2,5,2,1,8,9,4,6,8,1
377:3,3,7,2,4,8,3,6,6,9,9,1,1,5,9,4,9,8,2,6,7,5,5,2,9,1,3,3,9,2
378:7,4,2,2,7,5,4,9,2,6,9,5,9,5,7,1,6,1,8,5,1,5,4,9,3,4,2,1,3,8
379:8,9,2,2,9,4,1,8,9,6,4,7,9,6,6,3,7,9,7,7,1,7,7,3,8,6,7,9,9,5
380:8,1,7,4,1,6,3,7,7,4,7,1,5,3,1,1,7,7,3,8,7,6,9,7,1,8,3,7,2,6
381:5,3,6,9,2,9,8,2,1,1,4,1,8,8,8,9,1,4,1,3,9,7,2,1,4,4,7,5,8,6
382:6,5,7,8,5,6,8,7,4,7,9,3,8,5,8,6,4,6,5,8,2,7,9,8,7,3,8,2,7,2
383:4,4,6,5,3,3,3,4,5,1,7,2,4,2,5,8,4,1,3,1,3,9,9,2,6,6,6,4,2,4
384:7,2,5,8,8,9,2,8,6,7,2,3,5,1,1,9,2,6,1,1,7,2,7,6,6,2,4,2,5,2
385:3,1,7,8,8,5,4,8,6,8,3,6,6,6,7,4,3,6,8,4,6,2,5,2,4,6,5,4,2,5
386:2,2,9,9,8,5,8,9,7,1,7,1,7,4,7,6,6,3,4,2,9,9,2,3,6,5,6,5,5,6
387:1,7,9,2,6,4,7,6,4,2,6,2,9,6,7,4,6,8,6,6,5,1,6,8,6,3,2,1,4,8
388:8,6,4,2,3,8,2,5,4,4,6,2,4,7,4,6,4,8,7,2,9,6,7,9,5,6,9,2,1,5
389:4,8,1,1,5,3,1,9,3,4,8,1,8,2,8,3,5,6,6,4,5,3,8,7,9,2,3,4,3,9
390:4,8,5,7,7,8,8,9,3,2,2,9,8,3,4,3,7,4,2,1,4,2,8,2,4,4,2,6,8,3
391:3,1,9,1,6,4,2,1,1,3,5,3,7,8,6,2,2,4,4,1,4,6,3,2,7,2,5,2,7,8
392:9,4,2,8,3,3,9,3,8,6,2,9,4,1,5,2,4,4,5,4,1,9,8,1,1,4,6,1,7,9
393:2,6,8,1,1,8,3,1,8,6,8,5,2,1,2,6,9,2,9,8,7,5,6,6,6,4,4,5,1,9
394:8,9,1,5,5,5,1,7,3,2,2,9,8,6,7,7,6,9,9,1,2,5,8,4,4,1,1,3,1,1
395:2,4,3,4,4,5,2,5,1,7,6,3,9,9,5,5,5,1,8,7,5,1,1,4,9,1,4,5,7,6
396:7,1,3,1,3,8,7,8,8,7,3,1,3,8,7,2,8,8,9,4,8,2,9,6,6,4,6,3,1,3
397:2,9,3,9,9,7,4,5,2,6,5,4,6,2,8,9,8,1,2,7,4,6,5,9,6,1,9,6,6,7
398:9,2,9,5,5,7,2,7,9,8,6,3,6,2,6,3,5,7,5,1,9,8,8,1,5,9,7,5,2,9
399:9,9,8,5,3,4,2,5,9,5,6,2,3,1,9,9,6,4,7,2,8,7,5,5,9,9,8,9,2,9
400:9,2,9,5,5,7,2,7,9,8,6,3,6,2,6,3,5,7,5,1,9,8,8,1,5,9,7,5,2,8
401:9,5,6,9,9,5,8,9,1,5,1,5,8,5,5,3,1,6,2,3,6,3,3,8,1,8,8,8,5,9
402:6,9,4,6,6,7,5,7,7,8,5,7,5,1,2,9,7,6,2,1,3,6,7,4,6,7,1,2,2,7
403:6,1,8,9,6,5,9,2,6,2,5,4,8,7,4,7,2,9,6,4,5,3,8,1,5,5,1,6,6,2
404:4,9,8,5,5,9,4,1,9,4,7,5,5,3,7,3,2,5,7,9,5,3,4,4,9,1,5,6,4,9
405:8,8,9,2,9,9,5,6,3,9,3,7,6,1,1,3,5,8,7,1,6,9,3,8,3,9,2,5,8,9
406:9,9,8,5,3,6,2,5,9,5,6,2,3,1,9,9,6,4,7,2,8,7,5,5,9,9,8,9,2,4
407:6,1,4,9,5,7,1,1,1,8,4,5,3,1,3,7,6,4,2,8,3,4,9,8,3,8,7,4,2,9
408:7,7,9,6,7,9,8,7,7,2,9,5,8,5,9,4,8,3,1,7,9,3,9,4,1,4,7,4,5,4
409:1,7,9,2,6,4,7,6,4,2,6,2,9,6,7,4,6,9,6,6,5,1,6,8,6,3,2,1,4,8
410:7,4,4,4,9,7,4,1,8,1,6,6,3,8,3,3,8,1,7,5,5,4,3,8,6,1,6,4,5,2
411:9,5,6,9,9,4,8,9,1,5,1,5,8,5,5,3,1,6,2,3,6,3,3,8,1,8,8,8,5,9
412:2,5,7,8,6,3,9,4,6,1,3,6,2,7,7,9,2,9,7,4,3,8,5,3,1,6,3,3,5,6
413:4,6,3,4,3,8,7,1,7,2,5,5,1,5,2,4,4,1,7,5,3,6,2,1,3,7,6,8,2,7
414:3,5,1,4,4,2,3,5,6,8,7,3,1,9,7,1,7,2,1,1,3,5,3,3,5,3,5,9,4,3
415:2,1,2,8,3,5,1,5,5,8,1,4,4,2,8,8,7,6,7,9,6,7,5,7,4,4,7,9,7,1
416:5,9,4,1,5,7,9,2,6,5,7,8,7,7,6,1,7,2,8,9,5,6,4,4,7,6,7,1,7,8
417:9,8,1,3,3,3,9,1,3,3,7,7,7,6,9,4,4,7,6,6,8,7,5,9,2,2,3,2,5,1
418:1,2,7,5,9,1,8,4,2,4,1,9,3,7,5,8,4,1,8,6,9,2,3,7,4,2,7,5,4,6
419:5,5,4,5,2,4,2,7,8,7,5,9,9,2,2,2,5,6,9,7,1,9,9,6,7,1,8,8,7,6
420:2,9,1,9,7,3,7,6,8,9,2,6,3,2,7,3,2,9,8,3,7,9,6,1,3,7,1,2,3,7
421:6,9,7,3,3,6,7,8,4,3,5,7,3,7,8,6,4,9,4,9,7,8,5,4,7,3,6,5,5,4
422:2,5,7,8,6,3,9,4,6,1,3,6,2,7,7,9,2,9,7,4,3,8,9,3,1,6,3,3,5,1
423:2,1,2,8,3,5,1,8,5,8,1,4,4,2,8,8,7,6,7,9,6,7,5,7,4,4,7,9,7,7
424:7,7,9,6,7,9,8,7,7,2,9,5,8,5,9,4,8,3,1,7,9,3,9,4,1,4,7,4,5,6
425:8,9,1,5,7,5,1,7,3,2,2,9,8,6,7,7,6,9,9,1,2,5,8,4,4,1,1,3,1,9
426:8,9,7,2,4,8,7,8,2,1,8,3,6,4,4,9,1,9,2,8,2,2,8,4,5,3,5,3,1,7
427:7,2,8,9,5,1,2,2,6,6,6,4,7,9,1,9,2,1,3,3,8,3,7,7,9,8,9,1,9,2
428:1,1,4,7,1,5,8,5,1,8,6,3,7,3,6,8,1,1,2,2,7,4,4,3,9,7,9,2,4,3
429:6,2,7,1,8,4,7,9,9,8,3,2,5,8,4,3,2,1,1,4,8,2,5,5,9,1,5,9,2,5
430:6,2,6,2,3,1,2,3,5,6,9,8,1,8,8,7,9,8,5,3,1,3,1,7,4,8,1,7,6,9
431:7,8,2,2,8,5,1,9,7,1,2,2,4,1,6,2,7,1,5,1,7,6,5,3,3,2,7,7,4,4
432:6,4,2,2,1,4,3,5,5,4,8,7,5,8,7,5,3,4,9,1,8,2,1,8,7,8,8,5,1,9
433:6,2,7,5,3,7,6,2,4,1,4,8,4,4,7,3,3,5,4,2,3,3,3,6,6,1,9,5,1,1
434:6,5,9,9,4,2,2,3,1,8,3,8,7,5,3,5,6,8,6,5,8,3,8,1,7,7,2,2,5,2
435:9,1,3,9,4,8,2,8,3,5,9,8,7,7,9,8,4,5,3,1,2,4,7,6,2,9,5,8,1,1
436:6,7,3,3,5,8,5,8,1,9,1,2,6,9,2,5,5,2,3,7,3,4,7,1,2,1,2,3,1,9
437:3,4,4,8,3,6,5,8,9,6,7,2,7,1,9,1,2,7,2,4,7,7,3,6,2,7,1,1,9,2
438:2,6,9,3,6,6,5,4,1,7,4,6,9,1,2,4,4,8,5,4,8,2,8,5,5,6,6,2,8,6
439:9,2,5,4,6,5,1,8,6,5,4,6,5,6,1,7,3,2,7,8,5,9,4,3,6,4,9,9,8,5
440:8,6,5,3,4,3,6,2,9,1,5,1,1,5,8,2,6,4,8,8,3,8,8,1,3,9,7,8,6,1
441:8,7,3,7,3,9,4,3,3,3,1,6,2,3,2,6,3,2,8,4,6,2,2,9,1,8,9,3,2,4
442:6,1,3,7,2,1,4,9,9,7,1,2,4,1,1,7,2,3,8,7,5,2,4,8,9,9,5,6,5,7
443:6,9,9,4,8,9,2,8,6,9,8,4,9,6,4,9,5,4,6,2,4,4,4,8,4,8,8,6,4,4
444:1,3,6,4,7,1,8,2,9,6,3,3,3,3,3,1,9,5,4,6,5,4,9,5,9,8,8,6,8,7
445:2,4,7,2,6,1,3,7,8,8,5,1,7,6,5,4,9,7,5,5,9,6,9,8,1,5,7,4,2,8
446:2,7,9,4,9,9,2,8,1,3,8,4,6,8,9,2,1,5,2,5,8,6,6,5,2,4,9,3,4,7
447:6,6,6,2,2,3,6,6,7,6,1,9,4,6,9,2,6,3,3,3,3,6,2,8,7,9,9,3,7,5
448:6,6,1,3,9,6,3,2,6,9,8,8,4,8,1,3,2,7,7,7,3,6,8,1,3,1,1,8,8,1
449:2,4,9,5,2,2,6,9,3,4,5,2,3,3,5,4,2,3,5,4,2,4,3,6,6,4,5,2,1,9
450:2,4,6,6,9,8,1,7,6,2,9,8,4,9,5,1,7,1,9,2,9,6,3,7,8,1,1,5,1,4
